measure,LOCATION,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Anxiety disorders,Rate,2021,537.1830024674423,789.8680137432331,333.1478422674248
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Eating disorders,Rate,2021,54.79830849243769,82.44587506245676,30.399526554607608
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Autism spectrum disorders,Rate,2021,125.78882688751348,246.98134498430295,57.00640563858366
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.759137928488467,37.66063184251892,14.454709680744413
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Conduct disorder,Rate,2021,68.79932435905825,107.60467610860815,39.71196238441975
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,50.88520509016895,94.99022490925027,24.787183550667955
DALYs (Disability-Adjusted Life Years),Hungary,Both,Age-standardized,Other mental disorders,Rate,2021,111.09003871354513,156.74554854073747,71.8135000129769
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Mental disorders,Rate,2021,2141.565511566582,2856.6036559784657,1549.1032791463924
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Schizophrenia,Rate,2021,184.1642721454985,240.72654692678233,128.59207699238226
DALYs (Disability-Adjusted Life Years),Vanuatu,Both,Age-standardized,Depressive disorders,Rate,2021,570.7125539583053,871.1564724434694,344.6054006499281
DALYs (Disability-Adjusted Life Years),Finland,Both,Age-standardized,Mental disorders,Rate,2021,1993.5314930459808,2554.5554884681633,1439.178089799594
DALYs (Disability-Adjusted Life Years),Finland,Both,Age-standardized,Schizophrenia,Rate,2021,234.65002783056775,305.33174772513485,167.59110938318827
DALYs (Disability-Adjusted Life Years),United States of America,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,69.51618691703031,103.00896210912484,40.44646677870938
DALYs (Disability-Adjusted Life Years),United States of America,Both,Age-standardized,Conduct disorder,Rate,2021,68.97611067697682,108.53558926131313,38.96155321479218
DALYs (Disability-Adjusted Life Years),United States of America,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,37.2167231681926,75.19825566751753,15.923788308847074
DALYs (Disability-Adjusted Life Years),United States of America,Both,Age-standardized,Other mental disorders,Rate,2021,131.96754502191533,187.1968013529019,83.75022062490207
DALYs (Disability-Adjusted Life Years),Bangladesh,Both,Age-standardized,Mental disorders,Rate,2021,2077.2647948449485,2776.2119293846804,1498.532319715341
DALYs (Disability-Adjusted Life Years),Bangladesh,Both,Age-standardized,Schizophrenia,Rate,2021,243.7161550094626,321.23158343695,172.61087935611687
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Depressive disorders,Rate,2021,616.8907890959078,896.1322035230495,411.9875629918503
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Bipolar disorder,Rate,2021,158.25479698550947,224.11447903909286,98.13086716135132
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Schizophrenia,Rate,2021,192.586421403618,249.63165218497625,133.50596294700043
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Depressive disorders,Rate,2021,493.0137863304651,737.2675350145232,318.704175386896
DALYs (Disability-Adjusted Life Years),Sri Lanka,Both,Age-standardized,Bipolar disorder,Rate,2021,67.69343794339416,100.1095169384672,40.94877132388182
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,35.49664038469353,67.91540049153892,15.237678184477032
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Mental disorders,Rate,2021,1466.573176426197,1903.2390519765195,1074.9958670526732
DALYs (Disability-Adjusted Life Years),Philippines,Both,Age-standardized,Schizophrenia,Rate,2021,198.38626422456923,248.41381431789628,145.98091035382615
DALYs (Disability-Adjusted Life Years),American Samoa,Both,Age-standardized,Mental disorders,Rate,2021,1747.0012944473572,2368.695587750378,1249.6114897144766
DALYs (Disability-Adjusted Life Years),American Samoa,Both,Age-standardized,Schizophrenia,Rate,2021,203.4811655101553,263.353178735554,145.95463037177075
DALYs (Disability-Adjusted Life Years),Bermuda,Both,Age-standardized,Depressive disorders,Rate,2021,643.4680587614523,932.4030979703026,425.6439195992684
DALYs (Disability-Adjusted Life Years),Ukraine,Both,Age-standardized,Mental disorders,Rate,2021,2134.6160111778495,2856.8770572476415,1523.3533763104833
DALYs (Disability-Adjusted Life Years),Ukraine,Both,Age-standardized,Schizophrenia,Rate,2021,146.3874654574552,185.25056941792957,108.19093188100021
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Bipolar disorder,Rate,2021,98.5557659093069,137.7674513215099,65.23862846992809
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Anxiety disorders,Rate,2021,625.778800824424,940.5365563065794,394.58370527488535
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Eating disorders,Rate,2021,42.78460131911034,62.40306604946779,25.478930026416304
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Autism spectrum disorders,Rate,2021,133.0333049167076,285.21226293923553,55.43144081194859
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,43.61359571805682,67.51846292917415,25.16650984784501
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Conduct disorder,Rate,2021,77.3205333846712,124.36252102462025,44.06866980953466
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,14.475160160939412,32.10352768331693,4.825452915782819
DALYs (Disability-Adjusted Life Years),South Africa,Both,Age-standardized,Other mental disorders,Rate,2021,102.17130348675937,145.4685712771047,67.0241866129445
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Depressive disorders,Rate,2021,384.3113388731043,554.2880333961333,257.9263804654639
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Bipolar disorder,Rate,2021,48.40065198795758,70.1655601676329,28.714854896421848
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Anxiety disorders,Rate,2021,483.6683432678719,734.4450946774804,304.82934120282715
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Eating disorders,Rate,2021,77.53286921905796,117.83500848248067,45.2281617494213
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,124.00232142094427,209.85567568033593,67.54357406273937
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,39.832956819698,59.579392861252785,23.650259381319657
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Conduct disorder,Rate,2021,52.413023731120504,83.69553132836454,29.333004632379
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Depressive disorders,Rate,2021,788.9360778003181,1192.1260544770478,509.1594210524709
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Bipolar disorder,Rate,2021,96.54512649891775,140.78794733321493,57.32666317247076
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Anxiety disorders,Rate,2021,1036.5191841993444,1657.310164163533,645.7351681863141
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Eating disorders,Rate,2021,24.527342502279286,36.189610799484996,13.996136317041788
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Autism spectrum disorders,Rate,2021,131.58223897321355,272.24071579842376,59.0908966866217
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,38.385403976726245,57.340356634956954,21.8521490188779
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Conduct disorder,Rate,2021,69.13732866147237,113.87904947517077,39.572220028542134
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,10.590760096616991,28.552832156600445,1.9755832976092726
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Mental disorders,Rate,2021,1846.7900620311561,2438.28227345122,1327.2943826524515
DALYs (Disability-Adjusted Life Years),Botswana,Both,Age-standardized,Schizophrenia,Rate,2021,176.1786982399563,232.21013282921848,124.7966280819497
DALYs (Disability-Adjusted Life Years),Yemen,Both,Age-standardized,Bipolar disorder,Rate,2021,136.0882448172149,198.7539929593698,81.98111223272102
DALYs (Disability-Adjusted Life Years),Yemen,Both,Age-standardized,Anxiety disorders,Rate,2021,543.6265197765655,782.7403025878374,373.37197658965096
DALYs (Disability-Adjusted Life Years),Yemen,Both,Age-standardized,Eating disorders,Rate,2021,31.169489136440987,45.87189873346944,18.163706707559868
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Depressive disorders,Rate,2021,790.1783417887399,1170.3506294812419,506.6591482436093
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Bipolar disorder,Rate,2021,169.5593072210448,251.7697229502677,101.4144497802299
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Anxiety disorders,Rate,2021,925.7783281737986,1374.300338615391,582.0886025934453
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Eating disorders,Rate,2021,77.21390525766591,116.80054761963171,45.60211656034888
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Autism spectrum disorders,Rate,2021,182.05013277494024,334.4329676951898,91.79681926412171
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,41.00797514297696,62.72687380463074,22.336751323637664
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Conduct disorder,Rate,2021,69.88902691621198,109.00446274715405,39.36933199206334
DALYs (Disability-Adjusted Life Years),Argentina,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,27.5495510726609,54.91184343356465,10.841200488370859
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Bipolar disorder,Rate,2021,95.95069445222772,139.841164758027,58.278228747419604
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Anxiety disorders,Rate,2021,807.8136105827186,1194.550722722688,527.6858453242697
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Eating disorders,Rate,2021,30.723934641079232,45.24641648077838,17.837361105072834
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Autism spectrum disorders,Rate,2021,131.0535560891382,261.6263600451595,59.81076999307627
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,39.08125918075854,58.88313405184972,22.394398578988106
DALYs (Disability-Adjusted Life Years),Côte d'Ivoire,Both,Age-standardized,Conduct disorder,Rate,2021,69.72582832840138,112.57889882099741,39.151990882647496
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Autism spectrum disorders,Rate,2021,130.87056870379354,236.52526713902083,66.29815126071541
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,47.29870057773012,70.96821640882195,27.677807874058043
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Conduct disorder,Rate,2021,53.992694057409096,86.1442737960477,30.695496141704705
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,33.16758215981328,63.93229640183782,14.559884948845504
DALYs (Disability-Adjusted Life Years),Lebanon,Both,Age-standardized,Other mental disorders,Rate,2021,109.90830727082846,155.23119650864786,72.1786614796499
DALYs (Disability-Adjusted Life Years),Papua New Guinea,Both,Age-standardized,Other mental disorders,Rate,2021,112.86775914296659,161.06342271326938,72.90925432500921
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Depressive disorders,Rate,2021,574.7797516779995,851.6583656337161,373.08500169670555
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Bipolar disorder,Rate,2021,47.7610650553844,69.6654591256516,27.98163117540833
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Anxiety disorders,Rate,2021,415.19794751631895,653.0791496254121,271.6384716401762
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Eating disorders,Rate,2021,23.66973720352205,35.789934451368595,13.702035409184873
DALYs (Disability-Adjusted Life Years),Democratic People's Republic of Korea,Both,Age-standardized,Autism spectrum disorders,Rate,2021,98.78256606433789,168.56558096072428,52.106819431269244
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Mental disorders,Rate,2021,1518.221853595219,1958.7463088530515,1101.882195592948
DALYs (Disability-Adjusted Life Years),Cambodia,Both,Age-standardized,Schizophrenia,Rate,2021,186.73319391083643,239.8474592467807,133.0743962136627
DALYs (Disability-Adjusted Life Years),Chad,Both,Age-standardized,Mental disorders,Rate,2021,2375.920318172994,3181.604840749591,1701.023211000366
DALYs (Disability-Adjusted Life Years),Chad,Both,Age-standardized,Schizophrenia,Rate,2021,180.4389242668841,236.17918778713272,124.68259152690854
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Mental disorders,Rate,2021,2677.7440339060836,3546.9873351457313,1946.9290678753928
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Schizophrenia,Rate,2021,182.60440089397457,238.4474676728583,128.41162134622115
DALYs (Disability-Adjusted Life Years),Malta,Both,Age-standardized,Depressive disorders,Rate,2021,420.4400374166182,591.4889746667919,289.27957901247265
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Mental disorders,Rate,2021,1821.4789078858023,2406.156487981405,1283.4675603417072
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Schizophrenia,Rate,2021,145.90097139198778,186.7059036041301,104.19694476744587
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Anxiety disorders,Rate,2021,612.1103259375577,897.4110284846286,410.0339839119933
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Eating disorders,Rate,2021,76.46239860370295,117.52468058647582,43.68144357768854
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Autism spectrum disorders,Rate,2021,136.82444655790593,246.64959450070413,68.59778753999822
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,47.62691868549736,72.74024612534008,27.49533898104648
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Conduct disorder,Rate,2021,72.93853267861526,114.39350550688769,41.45698153004191
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,21.002422156928432,43.14441674044528,8.586668021350526
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Other mental disorders,Rate,2021,110.64027163542629,159.24110244265592,72.34083685903144
DALYs (Disability-Adjusted Life Years),Finland,Both,Age-standardized,Depressive disorders,Rate,2021,505.19475283134506,692.1753272308943,350.5612262295175
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Depressive disorders,Rate,2021,442.72726198510935,626.4351423244638,304.43258364156384
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Bipolar disorder,Rate,2021,100.74248223768444,145.02268548515735,60.89767141745795
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Anxiety disorders,Rate,2021,736.0921367011114,1077.2438974501504,454.81626768359376
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Eating disorders,Rate,2021,55.05772519080064,83.22516188410914,31.921456950380616
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Autism spectrum disorders,Rate,2021,129.88534181830755,255.11069232324428,60.16712509255227
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.974946427274347,37.425719834956105,14.227206903094807
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Conduct disorder,Rate,2021,68.98203841709855,107.99909236442637,39.998069932652065
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,52.161551598255855,96.49353510242393,24.197601107218084
DALYs (Disability-Adjusted Life Years),Slovenia,Both,Age-standardized,Other mental disorders,Rate,2021,112.31138750168674,161.36983720175792,73.1601513361749
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Depressive disorders,Rate,2021,875.9542239384677,1266.5478598851726,581.7043173044534
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Bipolar disorder,Rate,2021,96.86047443210536,141.3114288110035,57.739135462575824
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Anxiety disorders,Rate,2021,587.6287575238737,867.3749727618482,385.2474449221078
DALYs (Disability-Adjusted Life Years),Ghana,Both,Age-standardized,Eating disorders,Rate,2021,32.7120598874257,48.38762497497612,19.190076365993516
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Bipolar disorder,Rate,2021,152.45180022813324,220.04112604174153,94.16150663452522
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Anxiety disorders,Rate,2021,729.41119799627,1071.2942717035132,474.5463385279379
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Eating disorders,Rate,2021,79.17582251409979,122.11096580845371,45.70462510729635
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Autism spectrum disorders,Rate,2021,102.25234858687472,199.99292789279846,47.12053955847265
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,106.24387599563244,157.7308233677218,62.60481907989444
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Conduct disorder,Rate,2021,68.85685402948259,107.64534075261207,37.446593401378195
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,23.099133686404365,46.77246316021267,9.578943141338465
DALYs (Disability-Adjusted Life Years),Guyana,Both,Age-standardized,Other mental disorders,Rate,2021,110.18539536880778,155.91721662687624,72.24771545497174
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Eating disorders,Rate,2021,97.74291691552706,143.70869450367994,56.135847967992675
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Autism spectrum disorders,Rate,2021,328.50366319586806,608.6451800715993,172.47175280101328
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,65.78688085409776,98.22356072873063,36.903289201891425
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Conduct disorder,Rate,2021,63.369670130578946,102.45329899168728,35.89542454188392
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,5.643908327140468,14.239388336280966,1.6381413609517388
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Other mental disorders,Rate,2021,123.07451272850429,175.5748589833764,77.19402997951498
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,15.61541203690304,31.663850993109794,6.4903573544939865
DALYs (Disability-Adjusted Life Years),Taiwan,Both,Age-standardized,Other mental disorders,Rate,2021,111.87977433845572,159.42949027625363,74.88630530470287
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Depressive disorders,Rate,2021,729.4340329461015,1052.8803246305479,490.98438946023305
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Bipolar disorder,Rate,2021,96.00970770783478,140.30864733858212,57.57867879978111
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Anxiety disorders,Rate,2021,507.45154466128315,741.203628685667,339.91729798679785
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Eating disorders,Rate,2021,22.85948408225365,34.95503987710542,13.332384257354436
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Autism spectrum disorders,Rate,2021,145.379977068934,292.55271285121523,68.62422452402416
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,50.9173941447305,79.15430162571758,29.991732439852804
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Conduct disorder,Rate,2021,70.35579726632099,112.5952594297349,39.996168227232175
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,13.316936142865776,32.76683387901373,3.423485396751778
DALYs (Disability-Adjusted Life Years),Madagascar,Both,Age-standardized,Other mental disorders,Rate,2021,111.22597933591568,163.16656856052614,70.69337718412862
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Bipolar disorder,Rate,2021,79.2522341980624,119.03604188292937,47.62806496114571
DALYs (Disability-Adjusted Life Years),Palau,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,27.1899495852992,50.54560907607915,12.751923877620403
DALYs (Disability-Adjusted Life Years),Norway,Both,Age-standardized,Mental disorders,Rate,2021,2308.757301306347,2975.8278992613823,1647.4539537475782
DALYs (Disability-Adjusted Life Years),Norway,Both,Age-standardized,Schizophrenia,Rate,2021,172.45650107897214,214.88942951295914,128.67963553446342
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Depressive disorders,Rate,2021,767.9753977695683,1124.1499026497663,515.4384403771395
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Bipolar disorder,Rate,2021,153.5792501936173,224.183573717654,91.68134915448438
DALYs (Disability-Adjusted Life Years),Trinidad and Tobago,Both,Age-standardized,Anxiety disorders,Rate,2021,633.0137212231332,912.2127046184609,412.90962851314026
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Autism spectrum disorders,Rate,2021,107.69396493114766,205.57998171687424,50.40671695350282
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,106.10158663067949,159.5356207200849,61.79248152024222
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,53.363662734386686,83.02834492875331,31.522245932790312
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Conduct disorder,Rate,2021,72.79876033444941,115.52637021447465,42.43198680703032
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,12.248904360836685,30.707491542098786,2.4044954374557848
DALYs (Disability-Adjusted Life Years),Djibouti,Both,Age-standardized,Other mental disorders,Rate,2021,114.01493777038647,164.14519586564032,73.3253160596269
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Depressive disorders,Rate,2021,774.8400312251927,1113.9717081838367,523.5097462176208
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Bipolar disorder,Rate,2021,125.51123085452285,181.05228968384765,74.7278155912708
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Anxiety disorders,Rate,2021,735.1352181733939,1081.2634297290429,468.7272574959355
DALYs (Disability-Adjusted Life Years),Iraq,Both,Age-standardized,Eating disorders,Rate,2021,53.763320195764464,80.91464142503608,31.638855961861395
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Mental disorders,Rate,2021,1747.731707311731,2281.60853121805,1252.036795098473
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Schizophrenia,Rate,2021,194.66249990978358,252.21152827984577,138.03517805060446
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Anxiety disorders,Rate,2021,500.5948020614371,776.1366603994933,307.6564616271312
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Eating disorders,Rate,2021,34.238815484456914,52.233751278537646,19.59618985862074
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Autism spectrum disorders,Rate,2021,107.4834681237865,204.22387020986548,52.44686490874272
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,37.56353947061926,55.94132546125884,21.70467957163301
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Conduct disorder,Rate,2021,57.993715120086684,93.28825970410155,33.04785196793891
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,29.24370216631044,55.0481109149384,13.061628711121331
DALYs (Disability-Adjusted Life Years),Nauru,Both,Age-standardized,Other mental disorders,Rate,2021,110.80351419876847,157.09087849473877,73.63384101815709
DALYs (Disability-Adjusted Life Years),Israel,Both,Age-standardized,Mental disorders,Rate,2021,2406.871525846425,3185.892972719133,1723.2128167926553
DALYs (Disability-Adjusted Life Years),Israel,Both,Age-standardized,Schizophrenia,Rate,2021,187.79882094437826,244.97713895000857,132.58577598245796
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Depressive disorders,Rate,2021,559.9796183597814,830.906927955043,361.36780624355674
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Bipolar disorder,Rate,2021,103.6426724433272,156.44049291090434,61.68824095054994
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Anxiety disorders,Rate,2021,282.2759853980912,423.9355524311397,176.6998154062726
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Eating disorders,Rate,2021,37.98511185657991,57.91328799725743,22.304044387446414
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Autism spectrum disorders,Rate,2021,111.69053316247883,218.01725642013014,51.251024529542775
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Attention-deficit/hyperactivity disorder,Rate,2021,24.728101340138345,37.40311052193847,14.168897822846992
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Conduct disorder,Rate,2021,68.97942445632825,108.80350757440716,40.3668158384138
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Idiopathic developmental intellectual disability,Rate,2021,59.15314745343961,106.69257760219783,28.245670413359196
DALYs (Disability-Adjusted Life Years),Uzbekistan,Both,Age-standardized,Other mental disorders,Rate,2021,111.58361716631113,159.85328039091743,74.83235808156942
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Depressive disorders,Rate,2021,540.2509061881553,762.1293311636034,376.5777840935437
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Bipolar disorder,Rate,2021,135.16546529090047,198.7695543488126,80.32215435147694
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Anxiety disorders,Rate,2021,1188.6723524877764,1661.652503742765,828.4819507831401
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Eating disorders,Rate,2021,118.03111866833584,176.06683299636623,68.34827174357409
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Autism spectrum disorders,Rate,2021,160.44854216228075,270.8047364183033,85.50841627990626
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Mental disorders,Rate,2021,2247.3396730730783,2889.9550711418538,1619.7154109385901
